lexeme_id,cluster
f0ebd2f66e246d83ef3472450bef2c50,112
5105e2f853e2dfdf3169eaf51208fe4c,207
43e0197f202e76586ba3a3f304fea5b6,-1
5024a7dbcefa23c6437b9a860d6c3329,-1
0f29b2b6343f3482783ffdbff9274e6f,145
0c4214d30c14e97120edcd4a3457be79,115
d5019761c2d33e3d0f506069fa86c0e5,165
6c5ab64f598f2d0e41c6e2032ff18faf,-1
9a7646c5474cd41f03ba9fa02adffc89,-1
798488a04b86901f41a9bab965eefe90,156
1bc30b0015e62fd4b43a3fb59ad0a8ed,-1
085470e30a750ba2a072847672e6d3c8,164
e04cc17ae5d2d9db000f1cdda4be2635,-1
fe5c0cd299c6c28360e92a852843c028,161
bcaf0802d51bec227e82e457cb03577d,68
ab8d7d818b2879dcd636303b72059430,8
240c2a3ddb02ff4a6ffc2992a6d07fad,149
4efa130a0d285f8d989a4c5b5b859dfe,115
82a356b2d31825695bc05957e0204ca4,115
4918df3c5389df20d15ce76cc5d76057,115
9fc9ddafcc1c022de15d648ed59cefed,115
bd9ba1a6aac648c990374d1fce15160a,115
b402ead2b585e81da1bd1621047769a7,68
0e1458d36f4884708e55b4e65d8708eb,159
2f9c6588afe0c3f87d2d8786d3d30662,115
99799f8b6b58349afb4c631ffc80ec18,159
ed9a466bfe4a5c9b563867c72adccba8,-1
7733c66cab9ce38bf3c77777e29182b0,-1
87a2035d3e8db90a09b6f0e918e27422,87
c3c4c5e629d138505f4a3a23157ec5df,57
f8a8d5d34b31f821a716f3734b4b2cbc,27
9107bcbc685dc1c920e700b7767d7a70,11
c5d8e931daa3b10d479f41fba0c57404,98
6e8e357f16a02318c41113066b982059,71
d7bdc9d601e0a687df3a1123fc386309,115
815fd44965d48ba1a09b28e281244fed,115
3e9520495b8eefb4c66477902db7cf75,115
fa63e9daca2567910c37239311ee98a7,115
851352cad3abc6c6d1a5df3947f230f3,115
ba8b5324d7632c8a37a50e173736cf72,115
b0ef3729e33fa3217427f25e855e691f,26
ca8c1c8fed307dc60af4f698b468166f,167
893e7196d25fc098cb4cd59ba7790b80,167
3490461caa3af2da3b6917985d1814e9,101
f3ac9fa9e991238c93688ca47a12edd2,119
336ed0b67eccbae029f7fbed44d9e4fa,98
4f59238753ae89eacbcd4686f7d86565,69
4445291734563cf1243cbb25af99fba6,89
c49500c419b4f2c2316ed2bd5b92d940,89
c5d09588d006adefd347c3be867de51b,146
135af59e3ca6df97d2b65c3023a03cdd,156
5f81b259606406ca07966ca64e8aff84,168
80bbc18ce67903b3b5f9f3c2facff84e,26
0b9a284d61544740b9af9583472dfd47,69
8328751cf2a620eefcf55a2239111459,69
fe4ad605881d392eba74fdbe3e7fbe85,126
13263060ceabe62314d3afd0ab0666cb,69
b78d21f51b72524fbece00508163b192,77
a4c037145832a0045c65aa29fa5d7712,69
12ca7b2b05f8ba144d476abb322c5199,77
78edf0ec5992e5b1a9ddf5fb8818303a,107
1596548ae8dce94dcfcab5c014fd88d8,71
2fa7110c8ef01c29d89a54ceb1af7370,188
495531b39c4d6eac9fcff687c61b52d1,126
422eea7f301ee2ac5f16b03eac1c6923,172
ad6c30f15c75b71ecbddfbcd33d54926,192
f49bf8d454487a16582da1bd30ec528b,216
8062d15e421b4e7e1834e6c3b2947969,136
2639dde8b8d3c2e9460171ad22320b28,161
8d3b1801d69bddc55ffa73cf0f198a55,115
131e089dcf538dd2c49b01822bc328c3,134
3e8be2fcec6d227762088cda8fc15733,213
9b00480041dadd36404f2486050810d6,108
fb50f4de39fd14ecee2b1e04cfd10928,108
d83c6e32c9bfd762be9f2fdcca6586c4,134
1596184f38614d12761cf6d87c9c86cc,218
173bc5bae51dab81ae2cb8fb09db09bf,183
527fae6cb0075a56ce0648ceb292bc55,108
8c532a35f61f8a9c31db2ee8dc55908b,91
6fe8f0879c37273b92feec5da3d72e82,-1
1acf23ffbb788d259351dc5e9cb749f8,114
990c89aba5f77297866df927cafc1a1d,26
0e9e15e59fd7c89eeb9d8b62814c42b2,-1
61f7f7fca06098c46feb2070f62a5fcf,83
882a2b529a10e0c2956ba387145bdd68,195
010a20a432f510480691a49bedada23b,64
6ba62e57ff4d20154b1bce9528e5d841,92
15eca0aa09add12e3f7091909e89f73b,64
e928aa85545e94091a65a31164976d13,115
26b9e1d7fcab38aecfbe211e657001d2,82
8610ada9619fc3f993a64e9a5f4063d3,64
e941e5d2a62d663f8f17ed3228297521,91
8848a4823712cf8c775740fa6208a2e1,150
8b170bb8b9911be428d058b9a35e8879,95
96773e310fc2ca954f48153292bb5d1a,-1
64cce1447a0a71f60ab32cb77cfe0dad,86
9eb3d7370beaa753b07f1a8b280ad715,140
8c4206ec65f18832087af35affa7b2fd,-1
329aa806c646e1e624d4320162b2df19,140
8c7961dc19f36460a0b3ea47b8e9d0e9,11
e7d1a27fd7bbea94a37f7afb0fb01119,203
439ee19ec86546c9db0125b5ca811be3,136
892049d254608934f1c5194b92ee422e,95
fd02373e52e24979e9cae180e015fb54,212
5f7e37302caac3c2b9cc5c173657cca9,144
c5afc4e80bbbaf145619bfa71d1c1390,95
d4f7be8d63a666c63bb9e6a736449eef,151
4e55c85db898ba8e2f1aba9b233ca211,82
ad1b7f6ead194018d4d19edf35527c43,45
90419663974cf07188da30a4d6d5c90d,-1
0173080756b573b231fcc11d7b9e6c09,44
c534af7fbf045400bcf93f68cc04fd53,11
8f091d6d19675916e7e85d4169b5a76d,115
7708b81ac1f04156af85303e2d8e1ad5,188
c29f0e92ff971c4d02fbfc467959df63,180
93148cddec13e1d367358aeaf3571f80,170
3844b5fe9d7f47b06e1c0fc3e4013a65,-1
636b333959654893c7d3774b2007975e,158
82fbf39dccf0bc1b0f8c9a6f297973ba,158
960fdb2c2d1b630c96ac9da441ea2738,179
ffc3879a40db6386a49a9c67c1978f6f,17
05d6ce06e49bf9ebbeff072586e2e19b,185
05ae97b1c002c8a7fc9fc9715ed2ccf1,99
2ec34df87a3756d67e9fb65f3d51c164,119
4070a8616a961a56ecbd4edec4f1ac69,107
9a044b5719f3956702129ec23be6cd1d,172
4d2509dacbcc90cddac88cb840fc1dd3,119
80dab43ce8e8a5c1296cc45209c74283,119
31e86107dcea77c58fdcb216163080df,83
5d0440f86bbe3b907f7da14584fa66bf,-1
17792d916fcca67a1c5fe9b40c62c48d,209
e2e6cf57d14a3fe68b95de17c3617da5,42
6cbf1fc2dc6faa5d5ffeb4c15ce3d978,95
61a35700f92294359d43a45c60ac4d48,170
ec10f0b865e1958d28813c526a05bc8c,82
2486ae2950f5461dc63b43f3112b001f,180
bebf948777829afec8d23fae6a2ef695,-1
16474ee6713a40c6407a8a86ce7cd71c,115
4ba539fadd4356ac228e5f1361583ca9,191
b6d8ef7636736590128007592ce8fbea,141
3162fde371ee8681fd4927fabc6ce6ec,188
04021d6be8a45aae4fb193f887c4c822,188
27d9f997cae0bb0dfbcbd325b371d530,198
66306e9f72a68032dc23db93a172a559,180
e02c45ea37597b3e13308eab684c39cc,209
629786fb88d9677b38e1e4ba903c3f4d,-1
3adfe335db65ee55e3ccbf21c7d40b16,188
9eae009279f0564e28eba3f26e8e88dd,188
343fa9008993667b0c25da676edc3923,181
bafcb22779b5a5d061ee9df1076e398b,187
6074a2d373d154ca85994c5b278d6c7f,203
682457a1f31cddf7d3a3be46058885fa,91
0881f0fb9fc09c99bfe1431d01ab0ce6,195
ede09dcc2ddbcfec5e92bdba7246919d,-1
745268294c2d33d3d9289dff8b6fc0a0,180
e169cc948a805d35ada92c3ba59c44f6,117
ac9822c19e3133b51501217b2b8c0ea4,-1
608df5738885a0c89626b188c51aff0a,148
a7e4437b24a594d5c614ee36fe9ee53a,173
4a41c7cf84bec36b386a4e5f2ed921ee,173
cceb3121b420b989180280027e75aa45,215
2107e8fd3875e21c1be55d9cac40cf5e,180
11702570b215527c4233bb8c0df5f56b,96
296b6c84d9878e39ecb5650d69ac07f2,9
bbb0362503d69350dce1ba31df52732d,-1
911da28b1817e75b6763a49741ccdeb6,158
ea5d266ab39313c2b1530af1f757f6ac,187
a52ea4e9c1a49ec0d4e3f7f2e40e7ca1,188
6eb94b99b8ab633de12bb6021c003b97,131
893e1d51892b00a22363654e5ae78afb,186
08ebd1915022b81db370ae6e796693f3,211
301f0086b8791b0f0af39235a09aeff4,187
65a38b0bfd1f5807100ee36ea8af3dd2,-1
